word1,word2,sim,dir,inv
мясо,жаркое,2.0,2,3
мясо,мышцы,2.0,2,5
мясо,свинья,2.0,2,4
мясо,птица,2.0,4,2
мясо,животное,2.0,2,3
мясо,хищник,2.0,2,5
мясо,мясник,2.0,2,3
мясо,белок,2.0,10,2
мясо,вегетарианство,2.0,2,4
мясо,фарш,2.0,2,9
мясо,гриль,2.0,2,3
мясо,колбаса,1.36,1,9
мясо,шампур,1.29,1,5
мясо,кости,1.2,1,3
мясо,убийство,1.2,3,1
мясо,туша,1.2,1,3
мясо,кишки,1.2,3,1
мясо,дичь,1.12,1,2
мясо,стейк,1.12,2,1
мясо,кролик,1.12,1,2
мясо,молоко,1.12,1,2
мясо,рыбы,1.12,1,2
мясо,сковорода,1.12,1,2
мясо,овощи,1.12,2,1
мясо,баранина,1.12,2,1
мясо,тело,1.12,1,2
мясо,барбекю,1.12,1,2
мясо,кусок,1.12,2,1
мясорубка,фарш,1.2,3,1
мята,мохито,3.86,4,5
мята,свежесть,3.6,4,8
мята,лайм,3.0,3,3
мята,чай,2.81,6,3
мята,мелисса,2.0,2,3
мята,трава,1.12,1,2
мятеж,бунт,2.0,6,2
мятеж,восстание,2.0,3,2
мяч,футбол,11.2,14,28
мяч,шар,9.69,10,11
мяч,гол,4.0,4,4
мяч,баскетбол,3.75,6,4
мяч,ворота,2.71,10,3
мяч,игра,2.68,12,3
мяч,меч,2.0,2,3
мяч,волейбол,2.0,2,16
мяч,теннис,1.29,1,5
мяч,вратарь,1.25,1,4
мяч,сетка,1.2,3,1
мяч,таня,1.12,1,2
мячик,таня,1.12,1,2
мячик,теннис,1.12,1,2
мячик,игра,1.12,2,1
мёбиус,лента,3.75,6,4
мёбиус,бесконечность,2.0,2,2
мёд,пчела,12.35,15,13
мёд,медведь,12.0,12,12
мёд,соты,4.67,5,7
мёд,пчёлы,4.45,9,5
мёд,улей,3.86,4,5
мёд,винни-пух,3.0,3,3
мёд,чай,2.0,2,3
мёд,сладость,2.0,5,2
мёд,липа,2.0,4,2
мёд,прополис,2.0,4,2
мёд,нектар,1.29,5,1
мёд,пасека,1.25,4,1
мёд,банка,1.12,1,2
мёд,бочка,1.12,2,1
набат,колокол,2.0,2,3
набережная,река,1.12,2,1
набережная,берег,1.12,1,2
наблюдатель,вуайерист,1.25,4,1
наблюдение,камера,1.12,1,2
наблюдение,бинокль,1.12,1,2
набойка,каблук,1.12,1,2
набросок,эскиз,5.33,10,6
набросок,рисунок,1.25,1,4
набросок,карандаш,1.12,2,1
наваждение,сон,2.0,2,2
наваждение,видение,1.12,2,1
навальный,оппозиция,2.0,2,2
навальный,мэр,1.12,1,2
навар,прибыль,1.12,2,1
навес,козырёк,1.2,1,3
навигатор,путь,2.0,5,2
навигатор,полёт,1.2,1,3
навигатор,карта,1.12,2,1
навигация,компас,1.12,2,1
наводнение,вода,1.12,2,1
навоз,корова,3.75,6,4
навоз,деревня,3.0,3,3
навоз,жук,2.92,4,3
навоз,говно,2.0,7,2
навоз,удобрение,2.0,5,2
навоз,куча,1.2,3,1
навоз,силос,1.12,1,2
наволочка,подушка,4.81,5,6
наволочка,пододеяльник,1.12,2,1
навык,умение,8.07,9,13
навык,опыт,2.0,8,2
наган,пистолет,1.12,2,1
нагасаки,хиросима,1.2,1,3
наглость,хамство,2.92,4,3
нагота,одежда,1.2,1,3
нагота,ню,1.2,3,1
нагота,тело,1.12,1,2
нагота,нудизм,1.12,2,1
награда,медаль,3.75,6,4
награда,орден,2.0,7,2
награда,победа,2.0,4,2
награда,приз,1.2,1,3
награда,премия,1.12,1,2
награда,грамота,1.12,1,2
награда,отвага,1.12,2,1
награда,почесть,1.12,1,2
нагрузка,гиря,1.12,2,1
нагрузка,сила,1.12,2,1
нагрузка,тяжесть,1.12,2,1
надгробие,плита,2.0,2,3
надежда,вера,8.27,11,31
надежда,любовь,3.46,11,4
надежда,звезда,2.0,2,2
надежда,компас,1.29,5,1
надежда,ожидание,1.12,2,1
надежда,будущее,1.12,2,1
надзор,контроль,1.12,1,2
надоедливость,назойливость,1.12,2,1
надсмотрщик,тюрьма,1.12,2,1
надёжность,друг,1.2,1,3
надёжность,доверие,1.12,2,1
наездник,всадник,3.0,3,3
наездник,лошадь,2.92,4,3
наездник,седло,2.0,2,3
наездник,жокей,2.0,2,2
наездник,конь,1.12,2,1
нажатие,кнопка,1.12,1,2
наживка,крючок,1.2,1,3
наживка,удочка,1.12,1,2
наживка,червяк,1.12,2,1
нажим,давление,1.12,1,2
название,имя,3.67,4,7
название,заголовок,2.0,2,2
название,буквы,1.12,2,1
название,слово,1.12,2,1
назначение,пункт,3.75,4,6
назойливость,муха,1.31,6,1
назойливость,надоедливость,1.12,1,2
наказание,преступление,25.16,27,32
наказание,кара,4.0,4,4
наказание,угол,3.86,4,5
наказание,ремень,2.92,4,3
наказание,тюрьма,2.0,5,2
наказание,достоевский,2.0,9,2
наказание,штраф,1.25,1,4
наказание,пытка,1.2,3,1
наказание,закон,1.2,1,3
наказание,вина,1.2,3,1
наказание,розги,1.12,1,2
наказание,срок,1.12,2,1
наказание,приговор,1.12,1,2
наказание,казнь,1.12,2,1
наказание,суровость,1.12,2,1
накаливание,лампа,3.75,4,6
накаливание,лампочка,1.12,2,1
накидка,плащ,1.12,2,1
наклейка,стикер,1.12,2,1
наклон,градус,2.0,4,2
наклон,угол,2.0,2,3
наклон,плоскость,1.2,1,3
наковальня,молот,7.0,7,7
наковальня,кузнец,4.81,5,6
наковальня,железо,1.2,1,3
наковальня,кувалда,1.12,1,2
наколка,татуировка,1.2,3,1
наконечник,копьё,3.0,3,3
наконечник,стрела,2.81,6,3
наличка,деньги,2.0,2,2
наличность,деньги,2.0,2,2
наличные,деньги,1.12,1,2
налог,дань,1.25,1,4
налог,пошлина,1.25,1,4
налог,прибыль,1.2,3,1
налог,деньги,1.12,1,2
налог,оброк,1.12,1,2
налог,государство,1.12,2,1
налог,обложение,1.12,1,2
намерение,воля,2.0,2,2
намерение,цель,1.12,2,1
намордник,ошейник,1.12,1,2
намёк,ложь,1.42,1,16
нанду,страус,1.12,1,2
нападение,атака,8.46,11,9
нападение,защита,5.6,6,8
нападение,оборона,1.2,3,1
нападение,налёт,1.12,2,1
напев,песня,1.2,3,1
напиток,чай,4.81,6,5
напиток,вода,2.92,4,3
напиток,алкоголь,2.0,3,2
напиток,жидкость,2.0,2,2
напиток,жажда,2.0,3,2
напиток,сок,2.0,10,2
напиток,стакан,2.0,2,2
напиток,спрайт,2.0,2,3
напиток,кока-кола,2.0,2,2
напиток,кола,1.25,4,1
напиток,морс,1.25,4,1
напиток,пиво,1.2,1,3
напиток,водка,1.2,3,1
напиток,компот,1.12,2,1
напиток,лимонад,1.12,2,1
наполеон,торт,3.67,7,4
наполеон,война,2.0,2,2
наполеон,треуголка,1.2,1,3
наполеон,император,1.12,1,2
наполеон,коньяк,1.12,2,1
напор,вода,1.2,3,1
напор,сила,1.12,1,2
напор,мощь,1.12,1,2
направление,вектор,10.68,12,11
направление,движение,5.0,5,5
направление,путь,4.81,5,6
направление,компас,4.0,4,4
направление,стрелка,4.0,4,4
направление,дорога,3.0,3,3
направление,юг,2.92,3,4
направление,цель,2.0,3,2
направление,азимут,2.0,6,2
направление,ветер,2.0,2,2
направление,указатель,2.0,2,9
направление,север,1.2,1,3
направление,траектория,1.12,2,1
направление,флюгер,1.12,2,1
направление,курс,1.12,2,1
напряжение,ток,7.0,7,7
напряжение,вольт,4.81,6,5
напряжение,сила,2.0,3,2
напряжение,сопротивление,2.0,3,2
напряжение,трансформатор,1.12,1,2
напряжение,стресс,1.12,1,2
напряжение,усилие,1.12,1,2
нарды,игра,2.0,2,5
нарды,шашки,1.12,2,1
нарды,шахматы,1.12,2,1
наречие,предлог,1.12,2,1
нарик,наркоман,1.12,2,1
нарик,торч,1.12,2,1
наркоз,операция,2.0,2,2
наркоман,игла,2.0,2,5
наркоман,героин,1.12,2,1
наркоман,торч,1.12,1,2
наркоман,нарик,1.12,1,2
наркоман,шприц,1.12,2,1
наркомания,зависимость,2.92,3,4
наркотик,героин,7.0,13,8
наркотик,лекарство,3.0,3,3
наркотик,марихуана,2.92,3,4
наркотик,зависимость,2.73,9,3
наркотик,кокаин,2.66,3,14
наркотик,доза,2.0,2,2
наркотик,кайф,2.0,2,6
наркотик,лсд,2.0,2,6
наркотик,конопля,2.0,2,5
наркотик,вещество,2.0,2,4
наркотик,амфетамин,1.35,1,8
наркотик,опиум,1.33,1,7
наркотик,гашиш,1.33,1,7
наркотик,кокс,1.31,1,6
наркотик,шприц,1.29,5,1
наркотик,яд,1.12,2,1
наркотик,дурман,1.12,1,2
наркотики,зависимость,5.0,5,5
наркотики,секс,2.92,3,4
наркотики,шприц,2.92,4,3
наркотики,приход,2.0,2,2
наркотики,кайф,2.0,2,9
наркотики,лсд,2.0,2,3
наркотики,кокаин,2.0,2,2
наркотики,рок-н-ролл,2.0,2,4
наркотики,героин,1.33,7,1
наркотики,зло,1.29,5,1
наркотики,алкоголь,1.12,1,2
наркотики,гашиш,1.12,1,2
нарния,шкаф,1.12,1,2
народ,люди,8.07,9,13
народ,толпа,6.55,7,9
народ,нация,5.33,10,6
народ,население,4.0,4,4
народ,общество,3.86,4,5
народ,воля,3.0,3,3
народ,язык,3.0,3,3
народ,этнос,2.92,4,3
народ,страна,2.81,3,6
народ,власть,2.0,2,7
народ,демократия,2.0,3,2
народ,государство,2.0,2,3
народ,единство,2.0,3,2
народ,партия,1.2,1,3
народ,этника,1.12,1,2
народ,глас,1.12,1,2
народ,быдло,1.12,2,1
народ,россия,1.12,2,1
народ,социум,1.12,1,2
народ,армия,1.12,2,1
народ,песни,1.12,1,2
наручники,милиция,1.12,2,1
наручники,браслет,1.12,1,2
нарушение,закон,5.0,5,5
нарушение,штраф,4.81,5,6
нарушение,правила,2.92,3,4
нарушение,обгон,1.12,1,2
нарцисс,цветок,2.0,2,2
нарцисс,самолюбование,1.12,2,1
нары,кровать,1.2,1,3
нарыв,рана,1.2,3,1
наряд,одежда,1.12,2,1
наседка,курица,2.86,5,3
наседка,яйцо,1.12,1,2
насекомое,жук,5.0,5,5
насекомое,муха,3.75,6,4
насекомое,кузнечик,2.0,2,2
насекомое,членистоногое,2.0,2,2
насекомое,муравей,2.0,2,4
насекомое,комар,2.0,5,2
насекомое,усики,2.0,3,2
насекомое,бабочка,1.2,1,3
насекомое,пчела,1.12,2,1
насекомое,вредитель,1.12,1,2
насекомое,таракан,1.12,2,1
насекомые,жуки,2.0,2,2
насекомые,блохи,1.12,1,2
насекомые,комары,1.12,2,1
население,народ,4.0,4,4
население,люди,3.86,4,5
население,численность,2.0,2,3
население,страна,1.29,1,5
население,демография,1.12,2,1
население,город,1.12,1,2
население,прирост,1.12,2,1
насест,курица,1.2,3,1
насилие,жестокость,2.0,2,8
насилие,боль,1.29,5,1
насилие,грубость,1.12,1,2
насилие,маньяк,1.12,1,2
насилие,зло,1.12,1,2
насильник,маньяк,1.12,2,1
наслаждение,секс,5.14,6,12
наслаждение,удовольствие,3.98,5,20
наслаждение,кайф,3.75,4,6
наслаждение,упоение,2.0,2,5
наслаждение,радость,2.0,2,2
наслаждение,баунти,1.2,3,1
наслаждение,сон,1.12,2,1
наследник,сын,2.92,4,3
наследственность,ген,2.92,4,3
наследственность,гены,1.25,4,1
наследственность,генетика,1.12,2,1
насморк,сопли,10.89,12,16
насморк,нос,6.0,6,6
насморк,простуда,3.75,6,4
насморк,кашель,2.81,3,6
насморк,чих,2.0,2,2
насморк,болезнь,2.0,4,2
насморк,платок,2.0,9,2
насморк,аллергия,2.0,2,8
насморк,ринит,1.29,5,1
насморк,синусит,1.12,1,2
насос,помпа,2.92,3,4
насос,воздух,1.29,5,1
насос,велосипед,1.12,1,2
насос,шина,1.12,2,1
наст,снег,1.2,1,3
наставник,учитель,2.86,3,5
настой,трава,1.12,2,1
настойчивость,упорство,3.86,4,5
настойчивость,воля,1.12,1,2
настоящее,будущее,1.35,8,1
настоящее,прошлое,1.29,1,5
настроение,радость,4.81,6,5
настроение,состояние,2.92,4,3
настроение,эмоции,2.92,4,3
настроение,эмоция,2.0,2,2
настроение,музыка,2.0,2,4
настроение,позитив,2.0,2,2
настроение,грусть,2.0,3,2
настроение,смех,2.0,3,2
настроение,веселье,1.2,1,3
настройки,опции,2.0,2,2
настройщик,пианино,1.2,3,1
наступление,атака,1.2,3,1
настя,анастасия,1.2,3,1
насыпь,дорога,2.0,2,2
насыщенность,цвет,1.2,3,1
наталья,имя,1.12,2,1
нато,оон,2.92,4,3
нато,война,2.0,2,3
нато,сша,1.12,2,1
натрий,хлор,2.0,3,2
натрий,соль,2.0,3,2
натрий,калий,1.36,9,1
натрий,кальций,1.12,1,2
натура,природа,2.0,5,2
натура,характер,1.12,2,1
натуральность,естественность,1.29,5,1
натюрморт,живопись,2.0,3,2
натюрморт,портрет,2.0,2,2
натюрморт,картина,1.25,1,4
натюрморт,ваза,1.12,2,1
натюрморт,композиция,1.12,1,2
натяжение,струна,2.0,2,2
натяжение,нить,1.2,3,1
натяжение,канат,1.12,1,2
натяжение,трос,1.12,2,1
наука,химия,8.25,9,12
наука,физика,6.74,9,29
наука,математика,6.67,8,16
наука,прогресс,4.67,5,7
наука,учёный,4.2,13,5
наука,исследование,3.6,4,8
наука,знание,3.55,9,4
наука,познание,3.0,3,3
наука,эксперимент,3.0,3,3
наука,логика,3.0,3,3
наука,профессор,2.92,4,3
наука,психология,2.86,3,5
наука,знания,2.86,5,3
наука,техника,2.78,7,3
наука,биология,2.71,3,10
наука,академия,2.0,2,3
наука,изучение,2.0,2,3
наука,формула,2.0,2,2
наука,гранит,2.0,2,6
наука,философия,2.0,2,4
наука,география,2.0,2,7
наука,свет,2.0,2,2
наука,кибернетика,2.0,2,5
наука,жизнь,1.41,14,1
наука,геометрия,1.41,1,15
наука,доктор,1.35,1,8
наука,искусство,1.33,7,1
наука,религия,1.29,5,1
наука,микроскоп,1.29,1,5
наука,кандидат,1.29,1,5
наука,открытие,1.25,1,4
наука,история,1.25,1,4
наука,астрономия,1.25,4,1
наука,образование,1.25,4,1
наука,учёба,1.2,3,1
наука,измерение,1.12,1,2
наука,фантастика,1.12,1,2
наука,урок,1.12,2,1
наука,технология,1.12,1,2
наука,развитие,1.12,2,1
наука,ломоносов,1.12,2,1
наука,ньютон,1.12,2,1
наука,исследования,1.12,2,1
наука,учебник,1.12,2,1
наука,астрофизика,1.12,2,1
наука,мудрость,1.12,2,1
наука,логос,1.12,1,2
наука,точность,1.12,2,1
наука,институт,1.12,2,1
наушник,ухо,2.0,2,2
наушник,музыка,1.12,2,1
наушники,плеер,3.75,4,6
наушники,музыка,1.29,5,1
наушники,гарнитура,1.2,1,3
наушники,микрофон,1.2,1,3
наушники,уши,1.12,2,1
нахимов,адмирал,1.2,3,1
находка,бюро,2.0,2,5
находка,потеря,1.31,1,6
находка,поиск,1.25,1,4
находка,пропажа,1.12,1,2
наценка,процент,1.12,2,1
нацизм,гитлер,2.92,4,3
нацизм,фашизм,2.0,6,2
нацизм,германия,1.12,2,1
нация,народ,5.33,6,10
нация,люди,2.0,2,3
нация,этнос,2.0,3,2
нация,народность,1.12,2,1
нация,сербы,1.12,1,2
нация,страна,1.12,2,1
начало,конец,13.64,18,42
начало,старт,4.16,14,5
начало,исток,2.86,3,5
начало,вход,2.0,2,4
начало,жизнь,2.0,2,2
начало,рассвет,2.0,2,3
начало,слово,1.33,1,7
начало,путь,1.31,6,1
начало,источник,1.2,1,3
начало,точка,1.12,1,2
начальник,босс,4.67,7,5
начальник,шеф,2.81,3,6
начальник,директор,2.0,6,2
начальник,командир,1.2,3,1
начальник,чукотка,1.12,1,2
начальство,руководство,2.0,2,2
начальство,босс,2.0,2,2
начертание,буква,1.12,1,2
начертание,шрифт,1.12,1,2
начинка,пирог,2.0,5,2
начинка,пирожок,1.12,1,2
нашатырь,обморок,1.12,1,2
наёбка,обман,1.12,2,1
небеса,рай,5.0,5,5
небеса,ангел,2.0,2,2
небеса,бог,1.31,6,1
небеса,небо,1.2,1,3
небеса,облако,1.12,2,1
небеса,космос,1.12,2,1
небо,звёзды,11.43,14,26
небо,облака,9.38,42,13
небо,самолёт,9.29,11,19
небо,солнце,9.16,20,11
небо,земля,8.71,10,9
небо,воздух,8.71,10,9
небо,облако,8.67,16,10
небо,полёт,8.25,9,12
небо,синева,8.0,8,8
небо,бог,5.33,6,10
небо,синь,4.55,8,5
небо,птицы,4.0,4,4
небо,горизонт,4.0,4,4
небо,вода,3.0,3,3
небо,свод,3.0,3,3
небо,самолеты,2.92,3,4
небо,голубизна,2.92,4,3
небо,туча,2.86,5,3
небо,радуга,2.86,3,5
небо,рай,2.78,3,7
небо,высота,2.75,8,3
небо,птица,2.75,3,8
небо,звезда,2.65,3,15
небо,дождь,2.0,2,2
небо,высь,2.0,6,2
небо,тучи,2.0,11,2
небо,крылья,2.0,2,3
небо,море,2.0,2,3
небо,луна,2.0,2,4
небо,простор,2.0,5,2
небо,нло,2.0,2,2
небо,ясность,2.0,2,2
небо,ветер,2.0,3,2
небо,космос,2.0,9,2
небо,молния,2.0,2,3
небо,свет,2.0,2,4
небо,купол,2.0,4,2
небо,атлант,1.35,1,8
небо,созвездие,1.29,1,5
небо,поле,1.25,1,4
небо,небосвод,1.25,1,4
небо,язык,1.25,1,4
небо,твердь,1.2,3,1
небо,дельтаплан,1.2,1,3
небо,чистота,1.2,3,1
небо,звездочки,1.2,1,3
небо,небеса,1.2,3,1
небо,гром,1.2,1,3
небо,телескоп,1.2,1,3
небо,прозрачность,1.2,1,3
небо,дирижабль,1.12,2,1
небо,метеорит,1.12,2,1
небо,свобода,1.12,2,1
небо,лес,1.12,2,1
небо,лучи,1.12,1,2
небо,бесконечность,1.12,2,1
небо,радость,1.12,2,1
небо,зодиак,1.12,1,2
небо,хмурость,1.12,1,2
небо,даль,1.12,2,1
небо,счастье,1.12,1,2
небо,журавли,1.12,1,2
небо,авиация,1.12,1,2
небо,голубь,1.12,1,2
небо,лазурь,1.12,1,2
небо,алмазы,1.12,1,2
небо,вечер,1.12,1,2
небо,провода,1.12,1,2
небо,салют,1.12,1,2
небосвод,горизонт,1.29,5,1
небосвод,купол,1.25,4,1
небосвод,небо,1.25,4,1
небосвод,звёзды,1.2,1,3
небосвод,поднебесье,1.12,1,2
небосвод,солнце,1.12,1,2
небоскрёб,высота,2.81,3,6
небоскрёб,высотка,2.0,3,2
небоскрёб,мегаполис,1.12,1,2
небоскрёб,манхеттен,1.12,2,1
небоскрёб,громадина,1.12,1,2
небоскрёб,нью-йорк,1.12,2,1
небоскрёб,лифт,1.12,1,2
небыдло,быдло,1.12,2,1
небылица,сказка,1.25,4,1
небылицы,сказки,1.2,3,1
небытие,смерть,1.12,1,2
нева,питер,2.92,3,4
нева,ленинград,1.25,1,4
нева,петербург,1.2,1,3
неведение,мрак,1.12,2,1
невежество,глупость,2.0,2,2
невежество,грубость,1.12,1,2
невесомость,гравитация,3.0,3,3
невесомость,полёт,2.92,3,4
невесомость,космос,2.0,11,2
невесомость,вакуум,1.12,2,1
невеста,фата,4.0,4,4
невеста,свадьба,2.73,3,9
невеста,жених,1.25,1,4
невеста,платье,1.2,3,1
невеста,букет,1.12,1,2
невидимка,шапка,3.86,5,4
невидимка,мантия,1.12,1,2
невидимка,туман,1.12,2,1
невидимка,человек,1.12,2,1
невидимость,прозрачность,2.0,2,4
невидимость,исчезновение,1.12,1,2
невиличка,птичка,1.12,2,1
невинность,чистота,2.92,3,4
невинность,девушка,2.0,2,2
невод,сеть,5.78,6,7
невод,рыбак,2.92,4,3
невод,море,2.0,5,2
невод,старик,1.38,10,1
невод,рыбка,1.25,4,1
невод,рыба,1.25,4,1
невод,пушкин,1.12,2,1
невольник,раб,1.12,1,2
неволя,воля,2.0,3,2
неволя,рабство,2.0,2,4
неволя,клетка,2.0,2,2
неволя,тюрьма,1.25,4,1
неволя,охота,1.2,3,1
неволя,раб,1.12,1,2
нега,утро,1.2,3,1
нега,нежность,1.12,1,2
нега,дрёма,1.12,1,2
нега,блаженство,1.12,1,2
негатив,плёнка,3.86,4,5
негатив,позитив,2.81,6,3
негатив,фотография,1.12,1,2
негодяй,подлец,1.2,3,1
негодяй,мерзавец,1.12,2,1
негр,африка,7.5,8,10
негр,раб,2.0,2,2
негр,джаз,2.0,2,2
негр,обама,1.31,1,6
негр,рабство,1.25,1,4
негр,расизм,1.2,3,1
негр,раса,1.12,2,1
негр,уголь,1.12,1,2
негр,плантация,1.12,2,1
негр,темнокожий,1.12,1,2
негр,афроамериканец,1.12,2,1
негр,африканец,1.12,2,1
негритята,десять,1.2,1,3
негры,африка,4.0,4,4
негры,джаз,3.0,3,3
негры,рабство,2.81,3,6
негры,плантация,2.0,4,2
негры,рэп,2.0,3,2
негры,рабы,1.12,1,2
негры,музыка,1.12,2,1
недвижимость,собственность,1.2,1,3
недвижимость,квартира,1.12,2,1
неделя,семидневка,2.0,2,2
неделя,день,2.0,2,2
неделя,месяц,1.33,7,1
неделя,год,1.2,3,1
недомогание,болезнь,4.45,9,5
недомогание,слабость,1.25,4,1
недоросль,фонвизин,1.2,3,1
недостаток,минус,2.0,3,2
недостаток,нехватка,1.12,1,2
недостаток,изъян,1.12,1,2
недра,нефть,1.12,1,2
недуг,болезнь,5.23,6,11
недуг,хворь,1.12,2,1
нежность,любовь,9.94,11,15
нежность,ласка,4.2,13,5
нежность,чувство,3.0,3,3
нежность,поцелуй,2.81,3,6
нежность,поцелуи,2.0,2,2
нежность,прикосновение,1.31,6,1
нежность,забота,1.29,5,1
нежность,женственность,1.25,1,4
нежность,мягкость,1.25,1,4
нежность,девушка,1.25,1,4
нежность,лепестки,1.2,1,3
нежность,грусть,1.2,3,1
нежность,губы,1.2,1,3
нежность,доброта,1.12,1,2
нежность,кожа,1.12,1,2
нежность,объятия,1.12,2,1
нежность,нега,1.12,2,1
нежность,шёлк,1.12,2,1
нежность,секс,1.12,2,1
незабудки,цветы,2.0,7,2
независимость,свобода,5.6,8,6
независимость,украина,1.31,6,1
независимость,майдан,1.12,1,2
независимость,суверенитет,1.12,2,1
незамутнённость,чистота,1.2,3,1
незнайка,луна,2.75,8,3
незнайка,носов,1.12,1,2
незнакомец,прохожий,2.0,2,3
незнакомец,чужак,1.12,2,1
незнакомка,крамской,1.12,2,1
неизбежность,рок,1.12,1,2
неизбежность,смерть,1.12,1,2
неизвестное,уравнение,1.25,1,4
неизвестность,будущее,1.2,1,3
неисправность,поломка,2.86,5,3
неисправность,дефект,2.0,2,3
нейрон,мозг,3.6,4,8
нейрон,синапс,1.12,2,1
нейрон,импульс,1.12,2,1
нейроны,мозг,2.0,2,6
нейроны,нервы,1.12,1,2
нейтрино,фотон,1.12,1,2
нейтрон,протон,3.55,4,9
нейтрон,позитрон,2.0,2,3
нейтрон,электрон,2.0,2,3
нейтрон,ядро,2.0,2,2
нейтрон,атом,1.2,1,3
нейтрон,частица,1.12,1,2
некрасов,крестьянин,1.12,1,2
некролог,эпитафия,1.12,1,2
нектар,сок,5.78,6,7
нектар,пчела,1.33,7,1
нектар,мёд,1.29,1,5
нектар,бабочка,1.2,3,1
нектар,пчёлы,1.2,3,1
нелюди,люди,1.2,1,3
неметалл,металл,1.25,1,4
немой,глухой,1.2,1,3
немота,глухота,2.0,2,5
немота,молчание,1.12,1,2
немощь,слабость,2.0,3,2
немощь,старость,1.31,6,1
немощь,бессилие,1.12,1,2
ненависть,любовь,6.0,13,7
ненависть,страх,3.46,4,11
ненависть,злость,2.86,3,5
ненависть,зло,2.0,3,2
ненависть,обида,2.0,5,2
ненависть,чувство,2.0,4,2
ненависть,враг,1.29,1,5
ненависть,злоба,1.25,4,1
ненависть,зависть,1.25,4,1
ненависть,ложь,1.2,1,3
ненависть,вражда,1.12,2,1
ненависть,гнев,1.12,1,2
нео,матрица,3.67,4,7
нео,избранный,2.0,2,3
необразованность,серость,2.0,2,2
необразованность,тупость,1.12,2,1
необходимость,потребность,2.0,2,4
необходимость,достаточность,1.12,2,1
необходимость,срочность,1.12,2,1
неоднозначность,двусмысленность,1.12,2,1
неожиданность,сюрприз,5.0,5,5
неожиданность,внезапность,2.0,3,2
неожиданность,удивление,1.2,1,3
неожиданность,радость,1.12,2,1
неон,аквариум,1.12,2,1
неон,рыба,1.12,2,1
непал,катманду,1.12,1,2
непогода,дождь,3.6,8,4
неполноценность,комплекс,1.31,1,6
непонимание,тупость,1.12,1,2
непонимание,ссора,1.12,1,2
непостижимость,бесконечность,2.0,2,2
непохожесть,разность,1.12,1,2
неправда,ложь,6.0,13,7
неправда,враньё,2.0,2,2
неправда,обман,2.0,2,2
неправда,враки,1.12,1,2
неправда,кривда,1.12,2,1
непредсказуемость,случайность,2.0,2,2
неприкосновенность,депутат,1.2,3,1
неприязнь,отвращение,2.92,4,3
неприязнь,антипатия,1.25,1,4
неприятель,враг,2.92,3,4
непробиваемость,броня,2.0,2,2
нептун,трезубец,2.86,5,3
нептун,уран,2.86,3,5
нептун,плутон,2.86,5,3
нептун,планета,2.0,2,3
нептун,посейдон,1.25,1,4
нептун,море,1.12,2,1
неразумность,глупость,1.31,6,1
нерв,боль,2.0,2,2
нервы,стресс,2.86,3,5
нервы,мозг,2.0,2,3
нервы,волнение,1.12,1,2
нервы,паника,1.12,1,2
нервы,нейроны,1.12,2,1
нереида,нимфа,1.12,2,1
нереида,море,1.12,1,2
нереида,русалка,1.12,2,1
нерешительность,сомнение,1.25,4,1
нерушимость,союз,2.0,2,3
несмеяна,царевна,2.0,2,6
несоответствие,диссонанс,1.12,2,1
нестеров,петля,1.2,1,3
несуразица,чушь,1.12,2,1
несчастье,беда,3.0,3,3
несчастье,счастье,2.0,2,2
несчастье,горе,2.0,2,4
нетбук,ноутбук,1.25,1,4
нетбук,планшет,1.12,2,1
неторопливость,спокойствие,1.12,2,1
неуверенность,застенчивость,1.2,3,1
неуверенность,стеснительность,1.2,1,3
неуверенность,колебание,1.12,1,2
неудача,провал,2.78,7,3
неудача,облом,1.2,1,3
неудача,удача,1.2,3,1
неудачник,лузер,2.75,8,3
неудачник,лох,2.0,2,3
нефертити,эхнатон,1.12,2,1
нефертити,царица,1.12,2,1
нефть,газ,7.5,10,8
нефть,топливо,4.0,4,4
нефть,бензин,4.0,4,4
нефть,скважина,2.92,3,4
нефть,добыча,2.0,3,2
нефть,золото,1.2,3,1
нефть,бур,1.12,1,2
нефть,недра,1.12,2,1
нефть,газпром,1.12,1,2
нехватка,дефицит,2.0,2,3
нехватка,недостаток,1.12,2,1
нива,поле,2.0,2,2
нива,комбайн,1.2,3,1
нива,рожь,1.12,2,1
низ,верх,5.78,7,6
низ,пол,1.31,6,1
низ,дно,1.25,1,4
низость,высота,1.12,2,1
ник,прозвище,4.0,4,4
ник,псевдоним,3.0,3,3
ник,имя,2.0,4,2
ник,кличка,2.0,2,2
ник,аватар,2.0,5,2
ник,форум,1.12,2,1
ника,победа,2.0,5,2
ника,имя,1.25,4,1
никола,тесла,1.2,1,3
никотин,сигарета,6.0,6,6
никотин,алкоголь,2.0,2,2
никотин,табак,2.0,2,3
никотин,лошадь,1.36,9,1
никотин,сигареты,1.35,1,8
никотин,капля,1.12,1,2
никулин,вицин,2.0,2,3
никулин,клоун,1.25,1,4
никулин,балбес,1.2,3,1
нил,египет,5.78,7,6
нил,крокодил,3.86,5,4
нил,река,2.0,7,2
нил,гиза,1.12,1,2
нимб,святой,2.0,2,3
нимб,сияние,1.12,1,2
нимб,святость,1.12,1,2
нимфа,нереида,1.12,1,2
ниндзя,черепашка,1.2,1,3
ниппель,шина,2.0,4,2
ниппель,система,2.0,3,2
ниппель,колесо,2.0,2,2
ниппель,велосипед,1.12,2,1
